train_fraction,runs,avg_train_samples,hit1,hit1_std,hit3,hit3_std,mrr,mrr_std
0.1,3,996.0,0.5927441352973268,0.0054487136812433985,0.8344244408074196,0.0025000412956660456,0.7247712355191877,0.002331410517536965
0.25,3,2415.0,0.5957446808510638,0.0029505329586448094,0.8379705400981997,0.00455627198267601,0.727048133699455,0.0019397517316579748
0.5,3,4818.0,0.5990180032733224,0.004909983633387904,0.8409710856519368,0.0009449267908176997,0.7297562620192402,0.0023274772477263825
1.0,1,9623.0,0.6006546644844517,0.0,0.8420621931260229,0.0,0.7305747106925722,0.0
